gl_number,model_reaction_id,reaction_name,subsystem,gene_reaction_rule
1003305,r_3995,"phosphatidylcholine (1-18:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003306,r_3996,"phosphatidylcholine transport, ER membrane-cytoplasm","Transport [c, erm]",
1003307,r_3997,"phosphatidylethanolamine (1-16:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003308,r_3998,"phosphatidylethanolamine (1-16:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003309,r_3999,"phosphatidylethanolamine (1-18:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003310,r_4000,"phosphatidylethanolamine (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003311,r_4001,"phosphatidylethanolamine (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003312,r_4002,"phosphatidylethanolamine (1-16:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003313,r_4003,"phosphatidylethanolamine (1-18:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003314,r_4004,"phosphatidylethanolamine (1-18:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003315,r_4005,"phosphatidylethanolamine transport, ER membrane-cytoplasm","Transport [c, erm]",
1003316,r_4006,"triglyceride (1-16:0, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003317,r_4007,"triglyceride (1-16:0, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003318,r_4008,"triglyceride (1-16:1, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003319,r_4009,"triglyceride (1-16:1, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003320,r_4010,"triglyceride (1-18:0, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003321,r_4011,"triglyceride (1-18:0, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003322,r_4012,"triglyceride (1-18:1, 2-16:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003323,r_4013,"triglyceride (1-18:1, 2-18:1, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003324,r_4014,"triglyceride (1-16:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003325,r_4015,"triglyceride (1-16:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003326,r_4016,"triglyceride (1-16:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003327,r_4017,"triglyceride (1-16:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003328,r_4018,"triglyceride (1-18:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003329,r_4019,"triglyceride (1-18:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003330,r_4020,"triglyceride (1-18:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003331,r_4021,"triglyceride (1-18:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003332,r_4022,"triglyceride (1-16:0, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003333,r_4023,"triglyceride (1-16:0, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003334,r_4024,"triglyceride (1-16:1, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003335,r_4025,"triglyceride (1-16:1, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003336,r_4026,"triglyceride (1-18:0, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003337,r_4027,"triglyceride (1-18:0, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003338,r_4028,"triglyceride (1-18:1, 2-16:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003339,r_4029,"triglyceride (1-18:1, 2-18:1, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003340,r_4030,"triglyceride (1-16:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003341,r_4031,"triglyceride (1-16:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003342,r_4032,"triglyceride (1-16:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003343,r_4033,"triglyceride (1-16:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003344,r_4034,"triglyceride (1-18:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003345,r_4035,"triglyceride (1-18:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003346,r_4036,"triglyceride (1-18:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003347,r_4037,"triglyceride (1-18:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003348,r_4038,"triglyceride transport, ER membrane-cytoplasm","Transport [c, erm]",
1003349,r_4039,succinyl-CoA:acetate CoA transferase,Pyruvate metabolism,YBL015W
1003350,r_4040,heme a transport,"Transport [c, m]",
1003351,r_4041,biomass pseudoreaction,Growth,
1003352,r_4042,raffinose invertase,Histidine metabolism,
1003353,r_4045,uridine hydrolase,Pyrimidine metabolism,YDR400W
1003354,r_4046,non-growth associated maintenance reaction,Growth,
1003355,r_4047,protein pseudoreaction,Growth,
1003356,r_4048,carbohydrate pseudoreaction,Growth,
1003357,r_4049,RNA pseudoreaction,Growth,
1003358,r_4050,DNA pseudoreaction,Growth,
1003359,r_4051,ceramide transport,"Transport [c, g]",
1003360,r_4052,inositol phosphomannosylinositol phosphoceramide transport,"Transport [c, g]",
1003361,r_4053,inositol-P-ceramide transport,"Transport [c, g]",
1003362,r_4054,mannosylinositol phosphorylceramide transport,"Transport [c, g]",
1003363,r_4055,long-chain base transport,"Transport [c, er]",
1003364,r_4056,long-chain base phosphate transport,"Transport [c, er]",
1003365,r_4057,phosphatidate transport,"Transport [c, erm]",
1003366,r_4058,diglyceride transport,"Transport [c, erm]",
1003367,r_4059,sn-2-acyl-1-lysophosphatidylinositol transport,"Transport [c, erm]",
1003368,r_4060,phosphatidylglycerol transport,"Transport [c, mm]",
1003369,r_4061,cardiolipin transport,"Transport [c, mm]",
1003370,r_4063,lipid backbone pseudoreaction,SLIME reaction,
1003371,r_4065,lipid chain pseudoreaction,SLIME reaction,
1003372,r_4066,ceramide-1 (C24) [Golgi] SLIME rxn,SLIME reaction,
1003373,r_4067,ceramide-1 (C26) [Golgi] SLIME rxn,SLIME reaction,
1003374,r_4068,ceramide-2 (C24) [Golgi] SLIME rxn,SLIME reaction,
1003375,r_4069,ceramide-2 (C26) [Golgi] SLIME rxn,SLIME reaction,
1003376,r_4070,ceramide-2' (C24) [Golgi] SLIME rxn,SLIME reaction,
1003377,r_4071,ceramide-2' (C26) [Golgi] SLIME rxn,SLIME reaction,
1003378,r_4072,ceramide-3 (C24) [Golgi] SLIME rxn,SLIME reaction,
1003379,r_4073,ceramide-3 (C26) [Golgi] SLIME rxn,SLIME reaction,
1003380,r_4074,ceramide-4 (C24) [Golgi] SLIME rxn,SLIME reaction,
1003381,r_4075,ceramide-4 (C26) [Golgi] SLIME rxn,SLIME reaction,
1003382,r_4076,phytosphingosine [endoplasmic reticulum] SLIME rxn,SLIME reaction,
1003383,r_4077,phytosphingosine 1-phosphate [endoplasmic reticulum] SLIME rxn,SLIME reaction,
1003384,r_4078,sphinganine [endoplasmic reticulum] SLIME rxn,SLIME reaction,
1003385,r_4079,sphinganine 1-phosphate [endoplasmic reticulum] SLIME rxn,SLIME reaction,
1003386,r_4080,"phosphatidate (1-16:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003387,r_4081,"phosphatidate (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003388,r_4082,"phosphatidate (1-16:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003389,r_4083,"phosphatidate (1-16:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003390,r_4084,"phosphatidate (1-18:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003391,r_4085,"phosphatidate (1-18:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003392,r_4086,"phosphatidate (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003393,r_4087,"phosphatidate (1-18:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003394,r_4088,"diglyceride (1-16:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003395,r_4089,"diglyceride (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003396,r_4090,"diglyceride (1-16:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003397,r_4091,"diglyceride (1-16:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003398,r_4092,"diglyceride (1-18:0, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003399,r_4093,"diglyceride (1-18:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003400,r_4094,"diglyceride (1-18:1, 2-16:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003401,r_4095,"diglyceride (1-18:1, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn",SLIME reaction,
1003402,r_4096,sn-2-acyl-1-lysophosphatidylinositol (16:1) [endoplasmic reticulum membrane] SLIME rxn,SLIME reaction,
1003403,r_4097,sn-2-acyl-1-lysophosphatidylinositol (18:1) [endoplasmic reticulum membrane] SLIME rxn,SLIME reaction,
1003404,r_4098,"phosphatidylglycerol (1-16:0, 2-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003405,r_4099,"phosphatidylglycerol (1-16:1, 2-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003406,r_4100,"phosphatidylglycerol (1-18:0, 2-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003407,r_4101,"phosphatidylglycerol (1-18:1, 2-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003408,r_4102,"phosphatidylglycerol (1-16:0, 2-18:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003409,r_4103,"phosphatidylglycerol (1-16:1, 2-18:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003410,r_4104,"cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003411,r_4105,"cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003412,r_4106,"cardiolipin (1-16:0, 2-16:1, 3-18:0, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003413,r_4107,"cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003414,r_4108,"cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-18:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003415,r_4109,"cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-18:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003416,r_4110,"cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003417,r_4111,"cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003418,r_4112,"cardiolipin (1-16:1, 2-16:1, 3-18:0, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003419,r_4113,"cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003420,r_4114,"cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003421,r_4115,"cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003422,r_4116,"cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003423,r_4117,"cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003424,r_4118,"cardiolipin (1-18:0, 2-16:1, 3-18:0, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003425,r_4119,"cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003426,r_4120,"cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-18:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003427,r_4121,"cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003428,r_4122,"cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003429,r_4123,"cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003430,r_4124,"cardiolipin (1-18:1, 2-16:1, 3-18:0, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003431,r_4125,"cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003432,r_4126,"cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003433,r_4127,"cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003434,r_4128,"cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003435,r_4129,"cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003436,r_4130,"cardiolipin (1-16:0, 2-18:1, 3-18:0, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003437,r_4131,"cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003438,r_4132,"cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-18:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003439,r_4133,"cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-18:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003440,r_4134,"cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003441,r_4135,"cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003442,r_4136,"cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003443,r_4137,"cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003444,r_4138,"cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003445,r_4139,"cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003446,r_4140,"cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003447,r_4141,"cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003448,r_4142,"cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003449,r_4143,"cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003450,r_4144,"cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003451,r_4145,"cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-18:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003452,r_4146,"cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003453,r_4147,"cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003454,r_4148,"cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003455,r_4149,"cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003456,r_4150,"cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-18:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003457,r_4151,"cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-18:1) [mitochondrial membrane] SLIME rxn",SLIME reaction,
1003458,r_4152,Cytochrome c apocytochrome-c-lyase,Porphyrin and chlorophyll metabolism,YAL039C or YKL087C
1003459,r_4153,(R)-Acetoin:NAD+ oxidoreductase,Butanoate metabolism,YAL061W
1003460,r_4154,Probable diacetyl reductase [(R)-acetoin forming] 2 (EC 1.1.1.303),Butanoate metabolism,YAL061W
1003461,r_4155,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial (Glu-AdT subunit B) (EC 6.3.5.-) (Cytochrome c oxidase assembly factor PET112)",tRNA metabolism,YBL080C
1003462,r_4156,Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Peptidase M),Dipeptidases,YBL091C or YLR244C
1003463,r_4157,ADP-ribose 1''-phosphate phosphatase (EC 3.1.3.84) (EC 3.2.2.-) ([Protein ADP-ribosylglutamate] hydrolase),Purine metabolism,YBR022W or YMR087W
1003464,r_4158,NADPH2:quinone oxidoreductase,Ubiquinone and other terpenoid-quinone biosynthesis,YBR046C
1003465,r_4159,UDP-N-acetylglucosamine transferase subunit ALG14 (Asparagine-linked glycosylation protein 14),N-glycan biosynthesis,YBR070C and YGL047W
1003466,r_4160,ADP-ribose pyrophosphatase (EC 3.6.1.13) (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (Adenosine diphosphoribose pyrophosphatase) (ADPR-PPase),Purine metabolism,YBR111C
1003467,r_4161,Probable vacuolar amino acid transporter YPQ3 (PQ-loop repeat-containing protein 3) (Protein RTC2) (Restriction of telomere capping protein 2),"Transport [c, v]",YBR147W or YDR352W
1003468,r_4162,Probable vacuolar amino acid transporter YPQ3 (PQ-loop repeat-containing protein 3) (Protein RTC2) (Restriction of telomere capping protein 2),"Transport [c, v]",YBR147W or YDR352W
1003469,r_4163,Probable vacuolar amino acid transporter YPQ3 (PQ-loop repeat-containing protein 3) (Protein RTC2) (Restriction of telomere capping protein 2),"Transport [c, v]",YBR147W or YDR352W
1003470,r_4164,oxalate:CoA ligase (AMP-forming),Glyoxylate and dicarboxylate metabolism,YBR222C
1003471,r_4165,Glucosidase 2 subunit alpha (EC 3.2.1.84) (Alpha-glucosidase II subunit alpha) (Glucosidase II subunit alpha) (Reversal of TOR2 lethality protein 2),N-glycan biosynthesis,YBR229C
1003472,r_4166,Glucosidase 2 subunit alpha (EC 3.2.1.84) (Alpha-glucosidase II subunit alpha) (Glucosidase II subunit alpha) (Reversal of TOR2 lethality protein 2),N-glycan biosynthesis,YBR229C
1003473,r_4167,Vacuolar cation-chloride cotransporter 1 (Vacuolar homolog of CCC family protein 1),"Transport [c, v]",YBR235W
1003474,r_4168,Probable metabolite transport protein YBR241C,"Transport [c, v]",YBR241C
1003475,r_4169,Probable metabolite transport protein YBR241C,"Transport [c, v]",YBR241C
1003476,r_4170,UDP-N-acetyl-D-glucosamine:dolichyl-phosphate N-acetyl-D-glucosamine phosphotransferase,N-glycan biosynthesis,YBR243C
1003477,r_4171,(5-glutamyl)-peptide:amino-acid 5-glutamyltransferase,Glutathione metabolism,YBR281C and YNL191W
1003478,r_4172,P-type cation-transporting ATPase (EC 3.6.3.3) (Cadmium resistance protein 2) (Cadmium-translocating P-type ATPase) (Cd(2+)-exporting ATPase),"Transport [c, e]",YBR295W
1003479,r_4173,L-cysteine:sulfur-acceptor sulfurtransferase,Thiamine metabolism,YCL017C
1003480,r_4174,Probable ATP-dependent permease,"Transport [erm, er]",YCR011C
1003481,r_4175,Putative aryl-alcohol dehydrogenase AAD3 (EC 1.1.1.-),Methylglyoxal metabolism,YCR107W or YDL243C or YJR155W or YNL331C or YOL165C or YPL088W
1003482,r_4176,Putative aryl-alcohol dehydrogenase AAD3 (EC 1.1.1.-),Methylglyoxal metabolism,YCR107W or YDL243C or YJR155W or YNL331C or YOL165C or YPL088W
1003483,r_4177,Putative aryl-alcohol dehydrogenase AAD3 (EC 1.1.1.-),Methylglyoxal metabolism,YCR107W or YDL243C or YJR155W or YNL331C or YOL165C or YPL088W
1003484,r_4178,Putative aryl-alcohol dehydrogenase AAD3 (EC 1.1.1.-),Methylglyoxal metabolism,YCR107W or YDL243C or YJR155W or YNL331C or YOL165C or YPL088W
1003485,r_4179,Putative aryl-alcohol dehydrogenase AAD3 (EC 1.1.1.-),Methylglyoxal metabolism,YCR107W or YDL243C or YJR155W or YNL331C or YOL165C or YPL088W
1003486,r_4180,Benzyl alcohol:NAD+ oxidoreductase,Methylglyoxal metabolism,YCR107W or YDL243C or YJR155W or YNL331C or YOL165C or YPL088W
1003487,r_4181,Manganese-transporting ATPase 1 (EC 3.6.3.-),"Transport [c, er]",YEL031W
1003488,r_4183,D-Mannitol:NAD+ 2-oxidoreductase,Fructose and mannose metabolism,YEL070W or YNR073C
1003489,r_4184,4-hydroxy-4-methyl-2-oxoglutarate pyruvate-lyase (pyruvate-forming),C5-branched dibasic acid metabolism,YER010C
1003490,r_4185,oxaloacetate carboxy-lyase (pyruvate-forming),Pyruvate metabolism,YER010C
1003491,r_4186,L-methionine:thioredoxin-disulfide S-oxidoreductase,Cysteine and methionine metabolism,YER042W
